Restaurant Name,Area,Restaurant type,Ratings,Number of ratings,price,Address
UniCafe Restaurant & Fun,Mohammadpur,Restaurant,4.4,153,1,"Probal Tower (Level-3 45 Probal Housing, Ring Rd"
Meherjaan Dining,Mohammadpur,Restaurant,3.9,269,2,"Shop- 613-616, Shyamoli Square Shopping Mall, Mohammadpur  In Shyamoli Square Shopping Mall"
Olive Restaurant,Bijoy sarani,Restaurant,3.7,567,2,1 Kazi Nazrul Islam Ave
Mr. Burger,Malibagh,Fast Food,4.3,1685,2,"586/C Shahid Baki Road, Malibagh Chowdhury Para Rd"
Food Court Restaurant,Gulshan,Restaurant,4,1,1,6 Rd 44
Ambrosia Restaurant & Music Cafe,Baily Road,Restaurant,3.8,395,1,"Green Cozy Cott, 2 no New, Baily Rd"
BAGICHA Restaurant,Banasree,Restaurant,3.8,193,2,"House # 8, Block # C,(1st Floor, Banasree Main Rd"
Boomers Café,Baily Road,Restaurant,4.1,2425,2,"Navana Baily Star (3rd Floor) 9 Nawratan Colony, New Baily Rd, Dhaka"
Biswas Restaurant,Mirpur,Restaurant,4,140,1,"Paka Masjid, Kamal Soroni Rd, Dhaka"
New Chingri Chinese,Elephant road,Restaurant,3.8,384,2,251 New Elephant Rd
Sky Deck Restaurant,Naya Paltan,Restaurant,4.1,50,1,212 Shahid Syed Nazrul Islam Sharani
গ্যালারীয়া রেস্টুরেন্ট অ্যান্ড ক্যাফে,Mirpur,Restaurant,4,518,1,"City Club Market (2nd Floor), Road No #01, Pallabi, Mirpur #12"
OLD 19,Dhanmondi,Restaurant,4.2,102,1,"9/A , Rupayan Z.R Plaza, Base floor Road No. New, 46 Satmasjid Road  In RUPAYAN ZR PLAZA"
Adda Multi Cuisine Restaurant,Dhanmondi,Chinese,3.8,69,1,4 Road No 4
onFire,Mohammadpur,Restaurant,3.9,1464,2,"4 No. Shilpo Plot, Ring Rd"
Kolkata Kacchi Ghor,Old Dhaka,Biryani,4.2,4113,1,14 Abdul Hasnat Rd
Jhil Meal Restaurant | ঝিলমিল রেস্তোরাঁ,Hatirjheel,Restaurant,3.5,305,1,হাতির ঝিল সংযোগ সড়ক
Icchhepuron Restaurant,Gulshan,Restaurant,4,1,1,Gulshan Badda Link Rd
Xiamen Restaurant,Dhanmondi,Chinese,3.8,161,1,"Satmasjid Road, House No:55 A, Road No. 4A(New)  In AMM Convention Center"
Niloy Restaurant,Badda,Restaurant,2.8,6,1,"House-1, Main Road, Block-H, Aftabnagar, Badda"
Piccadilly Restaurant,Tejgaon,Restaurant,3.6,725,2,"21, Monipuri Para, Sangshad Avenue,"
CSD Tess Restaurant,Kurmitola,Restaurant,4.1,917,2,Post Office
Kudos Mohammadpur,Mohammadpur,Restaurant,4.3,285,2,"Y, 10 Nurjahan Rd"
Mazaa,Mohammadpur,Bangladeshi,4.3,2231,2,23 Tajmahal Rd
Chef's Cuisine,Shyamoli,Restaurant,4.1,294,2,"Shop No-632, Shyamoli Square  In Shyamoli Square Shopping Mall"
Royal Buffet Restaurant,Dhanmondi,Buffet,3.9,1521,2,"House- 8/A, Road- 4, ( Royal Plaza), 5th Floor"
KAVAN,Khilgaon,Restaurant,3.8,1248,2,"960/B, Khilgaon, Chowdhury Para, Shahid Baki Rd"
Cafe 5 elephant,Hatirpool,Restaurant,4,162,1,156 S Kamruzzaman Sharani Rd
Kudos Mirpur,Mirpur,Restaurant,4.2,398,2,"House 5/6, Lane No: 15"
"Grand Prince Thai & Chinese Restaurant, Dhaka.",Mirpur,Chinese,3.9,1127,2,"PARADISE PLAZA, PLOT NO. 6 & 11 MIRPUR-1,"
Red Capsicum,Rampura,Restaurant,3.7,66,1,318 DIT Road
Shawarma House,Shahbagh,Restaurant,3.9,986,2,"185,Rose view Plaza (Ground Floor, Sonargaon Road"
Marwa Kabab & Restaurant,Nikunja,Restaurant,3.9,1534,2,"H-2/B, Rd No. 13"
Chung Wah Restaurant,Motijheel,Restaurant,3.9,440,2,"12/A BijoyNagar, Pioneer Rd"
TASTY ME,Hatirjheel,Restaurant,5,1,1,Bright Star Ln
Bon Appetit Delight,Mohammadpur,Restaurant,4.1,146,2,"Z-20, Level 2, Tajmahal Rd"
Nawab Restaurant and Caterer,Dhanmondi,Restaurant,3.6,70,1,"13, 1 Ed No 27, Dhaka 1205"
Koi-Pabda & Lobster Restaura,Motijheel,Restaurant,3.9,301,1,"Alam Tower, 12 DIT Ave"
KFC Restaurant,Dhanmondi,Fast Food,4,4517,2,"House No.84, Road No, 7/A, Satmasjid Road"
Bhooter Adda Restaurant - Mohammadpur,Mohammadpur,Restaurant,3.7,83,1,"Block- D, 31/9 Sher Shah Suri Rd"
Hot Plate Pallabi,Mirpur,Bangladeshi,4.1,1138,1,Rd No. 20
The Hub Restaurant,Mirpur,Restaurant,3.7,533,2,15/3
Takeout Ramna,Moghbajar,Fast Food,3.7,10,1,"Boro Moghbazar, 26/1 Captain Monsur Ali Soroni"
Ruchita Restaurant,Mohammadpur,Restaurant,3.5,42,1,"Masjid Complex, Krishi Ponner Paikari Market, Ring Road, Mohammadpur  In Mohammadpur Krishi Market"
Mughal Restaurant And Mini Chinese,Mirpur,Restaurant,3.8,54,2,"145/1 Mirpur 11.5 Pallabi, Begum Rokeya Ave"
The Hub Rooftop Restaurant,Mirpur,Restaurant,3.9,227,1,29 Zoo Road
Munchery,Dhanmondi,Restaurant,3.7,613,1,"Rangs KB Square, 736, Satmasjid Road"
Jing Ling Chinese Restaurant,Dhanmondi,Chinese,3.9,770,1,Dhanmondi 02
"Thai Emerald, Dhaka.",Gulshan,Thai,4.3,1212,2,"House 24 গুলশান 1, 4/B রোড নং ২, Dhaka 1212"
Kingfisher Restaurant,Uttara,Grill,4.2,1353,1,39 Gareeb-e-Nawaz Ave
Cricketers Dining Restaurant,Mirpur,Fast Food,5,1,1,11.5 Rd 1
Kathbadam Restaurant,Mirpur,Restaurant,3.7,780,2,"Dasura Tower (2nd Floor), Mirpur Road"
Food Palace's Cafe And Restaurant,Uttara,Restaurant,4,171,1,"Shonim Tower, 4th floor, House-55,Road Shah Makhdum Ave"
Olympia Palace,Dhanmondi,Restaurant,3.9,506,2,748 Satmasjid Road
Flavours Music Cafe,Dhanmondi,Restaurant,3.6,841,3,"Level-6, Rangs KB Square, 49/A, (736, Satmasjid Road"
Olympia Palace Restaurant,Naya Paltan,Restaurant,5,1,1,Topkhana Road
2.O Cafe & Restaurant,Dhanmondi,Restaurant,3.5,2624,1,"Ahmed and Kazi Tower, Level 2, House:35, Dhanmondi 2"
Haji Biriyani,Old Dhaka,Biryani,4,3155,2,70 Kazi Alauddin Rd
Delicious Restaurant,Mirpur,Restaurant,4.3,125,2,House 1 Rd No. 7
Herfy Mirpur,Mirpur,Fast Food,4.4,327,1,"Plot - 2 (Ground Floor), Road - 11, Block - C, Mirpur 11"
Minions Cafe - Mirpur DOHS,Mirpur,Restaurant,4.1,46,1,Mirpur DOHS Shopping Complex  In Mirpur DOHS Shopping Complex
Takeout Mirpur,Mirpur,Hamburger,4.2,203,1,"Sagufta RM Center Plot #16&17(L-G) Main road, Mirpur 11"
Chillox Mirpur TFC,Mirpur,Restaurant,4.6,11,1,"New Market, mirpur"
Banolata Coffee Shop and Restaurant,Mirpur,Restaurant,4.2,703,2,"2/12, Pallabi, Mirpur, Begum Rokeya Avenue"
Chillox Mirpur,Mirpur,Fast Food,4.5,18,1,"New Market, 5 Mirpur Rd"
Kababish,Mirpur,Restaurant,4.1,1007,1,149/Ka Janata Housing Road
Cheez Mirpur,Mirpur,Restaurant,4.4,83,1,"Block A, Mohammed Ali Tower, 3rd floor, Upoma plaza, House, Rd No. 4"
Daily Dose Kitchen -Restaurant in Pallabi Mirpur,Mirpur,Restaurant,4.2,140,1,"House#157, Road#2/1, Block#A, Mirpur"
PAPIZZA,Mirpur,Restaurant,4,71,1,"Block-A, Plot:3/4, Avenue 5"
Soudiya Catering & Restaurant,Mirpur,Bangladeshi,4.1,248,1,"Avenue 5, Holding 33, Block B, Adjacent Madrasa Market, Bot Tola, Mirpur 6"
Khana's Mirpur,Mirpur,Restaurant,4.2,1253,2,"Block C, Avenue 5"
Hazi Nanna Biriyani,Mirpur,Biryani,4.1,1366,2,"Mirpur Benaroshi Palli Gate-1, Ma Vila, Block-A, Section-10, Avenue-1-36/2, Mirpur-10"
Shakib's 75 Restaurant & Convention Hall Ltd.,Mirpur,Restaurant,4,628,1,Mirpur Rd
Regal Cafe & Mini Chinese - Mirpur Branch,Mirpur,Restaurant,3.9,443,2,"52-54, City Club Market, Mirpur 11.5 Bus Stand"
Xinxian Restaurant,Mirpur,Restaurant,4.3,2169,3,"Plot-11 Rd No. 8, Dhaka 1216"
Khalek Hotel And Restaurant,Mirpur,Restaurant,3.7,53,1,Mirpur-10
Mirpur Poroshmoni Kabab,Mirpur,Chicken,3,1,1,"Shah Ali Plaza, Mirpur 10, Club Road, Opposite of"
GOVINDA'S SWEETS & RESTAURANT,Mirpur,Vegetarian,4.7,80,1,2 Rd No. 2
Food Castle,Mirpur,Restaurant,4,114,1,"Shop No 3, 3rd Avenue, Mirpur 1"
Cafe 60 fit Hotel And Restaurant,Mirpur,Bangladeshi,3.9,88,1,"22/12, Borobag, Mirpur-02"
Pizza Sapore BD,Mirpur,Restaurant,3.9,242,1,"Shop 3 Block E, Avenue 3"
Fakruddin Restaurant,Mirpur,Restaurant,3.8,393,2,"Mirpur 11 bus stand, বেগম রোকেয়া সরণী, Section-11, Block- A, Main Road, House-5, Pallabi, Mirpur, Opp. Side Of Standard Chartered Bank"
Food Enginnering,Mirpur,Restaurant,4.3,168,1,"Beside vision showroom, 239/3,1st floor, Middle Pirerbag, Mirpur 60 Feet Road, 4.44 mi"
Pasta Express Mirpur,Mirpur,Restaurant,3.9,380,1,"15/3 Borobag (60 Feet, Near Monipur School), Mirpur 2"
Bismillah Ghoroua Restauremt,Mirpur,Restaurant,1,1,1,"Tower, Plot-13, Level-1, Dewan, Road 1 Mirpur 10 Roundabout"
Quick Bite Restaurant,Mirpur,Restaurant,3.7,344,2,"House No: 2/A, Section- 10, Block- A, Road No: 4, Mirpur"
Good food corner,Mirpur,Restaurant,5,2,1,"13, 16 Begum Rokeya Avenue"
Green Mango Restaurant,Mirpur,Restaurant,3.9,216,2,"House- 18, Avenue- 2, Block- G, Section- 2, Mirpur- 2"
"ভূতের বাড়ী, মিরপুর সাড়ে এগারো।",Mirpur,Restaurant,4,687,2,"3/1, 1/3 Pallabi"
Muslim Restaurant,Mirpur,Restaurant,3.8,91,2,"Plot # 12, Road # 01 (Club Road), Section # 10, Mirpur"
Ahar Restaurant,Mirpur,Restaurant,5,4,1,"Shop- 2 Road- 1, Bauniabadh, Pallabi"
Dream Cafe,Mirpur,Restaurant,4.4,216,2,116 Mazar Rd
Kacchi Bhai - Mirpur-1,Mirpur,Restaurant,4.1,582,2,"M.M Islam Plaza, 1-B Avenew ,1-13 , Main Road (0.88 mi) Dhaka, Bangladesh 1216"
"Food Engineering,Branch-2",Mirpur,Fast Food,4.1,147,1,"728/2, Monipur 60Feet Road , Mirpur, Dhaka -1216"
Dosa House,Mirpur,Restaurant,3.7,417,2,"Plot 2, Main road 1, Block A, Mirpur 13 bus stand, beside Rahimafroz, Mirpur Rd"
Matka Cha & Momo,Mirpur,Restaurant,3.7,906,2,Kamal Soroni Rd
Taste Co. Mirpur-12,Mirpur,Restaurant,4,757,2,"Signature Food Court, 8th Floor, Sultan Mansion Prince plaza building, Holding 3, Mirpur-12"
Original 10 Restaurent,Mirpur,Restaurant,4,146,1,"Block-A, House- 1 Rd No. 3"
Dcups Dine,Mirpur,FineDining,4.1,108,1,"42/1 Block #E, 1216 Zoo Road"
Prince Kitchen,Mirpur,Fast Food,4.1,390,1,"Sujat Mansion, 3 Begum Rokeya Avenue"
Cafe Mirpur,Mirpur,Fast Food,3.7,564,2,"Cafe Mirpur, House # 10, Road# 9, Block# C, Section#6, Mirpur"
Handi House Restaurant,Mirpur,Restaurant,3.8,316,1,"69/A, Middle Pirerbag, 60 Feet Road, Opp Paka Masjid, Mirpur"
Organic Restaurant,Mirpur,Restaurant,3.7,331,2,Love Road
New Cafe Dhanshiri,Mirpur,Restaurant,3.8,1137,2,"8, Block B Main Road"
KFC,Mirpur,Fast Food,4,2130,2,"Plot# 14 Road# 3, Block# A, Mirpur 11, Harun Mollah Shorok, Main Road"
Cornucopia,Mirpur,Fast Food,4.6,100,1,"House no. 6, Road 18, Block B Mirpur 10 Roundabout"
Yellows' Kitchen,Mirpur,Restaurant,3.8,736,2,"213, 1 Kamal Soroni Rd"
Dhaba,Mirpur,Bangladeshi,4.1,374,1,House-15 Lane-14
Pizza Bar-B-Q - Mirpur,Mirpur,Fast Food,5,2,1,7 Pallabi
3 FOOD,Mirpur,Restaurant,4.1,1159,1,"Sun Electronics, 1st Floor, Kachukhet Road"
Yummy Yummy,Mirpur,Fast Food,3.9,267,1,"Road-3, House-2, Block-A, Mirpur-10"
VIP's Restaurant & Party Center,Mirpur,Restaurant,3.8,383,2,"Plot-43, Block-E, Zoo Road"
"Gossip Restaurant, Dhaka.",Mirpur,Restaurant,3.8,191,1,"In front of gate-05 road opposites , Mirpur shere-e-bangla national stadium"
NOSH - food at first sight,Mirpur,Restaurant,4.1,189,1,14 East Shewrapara
Shahi Kalai - শাহী কালাই,Mirpur,Bangladeshi,4.3,15,1,"Haji Avenue Road, Besides Mirpur, 1216 Commerce College Road"
Ali Chap Kabab Ghar,Mirpur,Bangladeshi,4.1,14,1,"Main Road-3, Begum Rokeya Avenue, Mirpur 11"
Sandwich Mama Mirpur 06,Mirpur,Fast Food,4.5,12,1,House 52 Block A Section 06 Avenue 05
The Italia Pizza Place,Mirpur,Restaurant,4.7,17,1,Zoo Road  In Country Boy Lifestyle Mirpur 1
Cafe Rain Street,Mirpur,Restaurant,4,737,2,House- 32 Rd No. 5
Tour De Cyclist,Mirpur,Restaurant,4.3,710,2,"House No-30, Section-7, Mirpur-11"
"ফুড্ডু FOODDO - নান্না বিরিয়ানী, ফুড্ডু কাবাব এবং ফুড্ডু চা",Mirpur,Restaurant,4,104,1,"24, 1 Pallabi, Dhaka 1216"
KFC,Mirpur,Restaurant,4.2,10,1,11 Mirpur Rd
Cafe Gossip,Mirpur,Fast Food,3.8,240,1,Dar - Us - Salam Road
Machranga Restora & Fast Food,Mirpur,Restaurant,3.5,2,1,"H-2, Mirpur- 12/C"
Pizza Hut,Mirpur,Pizza,4,1112,1,"Sony Cinema Bhaban, Ist Floor, Plot-1, Block-D,Sector-02, Mirpur, Dhaka-1216"
Piyang King Restaurant,Mirpur,Restaurant,3.8,232,2,"Plot 19 , Main Road, 1 Mirpur 10 Roundabout"
90's Cafe,Mirpur,Restaurant,3.8,87,1,"Shop No #13, 7th Floor- Food Court, Mirpur DOHS Shopping complex, Rd Number 9  In Mirpur DOHS Shopping Complex"
The Food Company Mirpur,Mirpur,Family-friendly,4.3,231,1,"New Market, 5 Mirpur Rd  In Mirpur New Market"
Tasty Tibet - Mirpur 11,Mirpur,Restaurant,4.3,6,2,"Mirpur 11 (Inside Shwapno House-02, Road-12, Section-06, Mirpur-11, Dhaka-1216"
Junket (Restaurant),Mirpur,Restaurant,4.1,17,1,"Mirpur DOHS Commercial complex, Rd Number 9  In Mirpur DOHS Shopping Complex"
The New York Restaurant,Mirpur,Chinese,4.5,2,1,"সেকশন -১১ ব্লক -সি বাড়ী -৯/১০ বাওনিয়াবাধ নতুন রাস্তা, কালশী রোড"
Panshi Restaurant Mirpur,Mirpur,Restaurant,5,1,1,"Mirpur DOHS 1 no gate, TN Plaza, Shagufta New Rd"
Burger N co. Mirpur-12,Mirpur,Restaurant,3,2,1,"Signature Foodcourt, Begum Rokeya Avenue"
Cafe Wanderlust,Mirpur,Restaurant,3.9,400,2,Section 6
In n Out,Mirpur,Restaurant,4,901,2,"Ave- 1, House- 14, Block- A"
Kashmir Darbar Restaurent,Mirpur,Restaurant,2.2,5,1,"1/B, 1, 29 Kolwala para"
Hangout Kitchen & Live Music Restaurant Mirpur branc,Mirpur,Restaurant,5,1,1,2/1-3 Commerce College Road
Hazrat Sahporan Hotel & Restaurant,Mirpur,Restaurant,4.3,3,1,"224/A, 60fit road, Barek Mollah mor, Kamal Soroni"
Chill Out,Mirpur,Restaurant,4.1,397,2,"241, 1 Kamal Soroni Rd"
Pashtun,Mirpur,Restaurant,4.1,9,1,12 Begum Rokeya Avenue
IQRA Restaurant,Mirpur,Restaurant,3.8,702,2,586 Begum Rokeya Avenue
Islamia Hotel And Restaurant,Mirpur,Bangladeshi,3.4,7,1,"House 36, Section-2, Block-H, Road-6, Mirpur"
Bar-B-Q Lounge,Mirpur,Restaurant,4,1,1,In Mirpur DOHS Shopping Complex
Food Engineering,Mirpur,Fast Food,4.1,838,1,"728/2,monipur,dhaka-1216"
ISC,Mirpur,Restaurant,4,2,1,"House no:1, Road: 4 Mirpur 10 Roundabout"
Delicious Food Garden,Mirpur,Fast Food,3.8,24,1,"House - 1, Lane - 6, Block - C, Section - 10, Mirpur"
minibengal,Mirpur,Restaurant,5,1,1,"762/c monipur, Kamal Soroni Rd"
Popeyes Plus Restaurant,Mirpur,Restaurant,3.5,118,1,"Adjacent to Mirpur D.O.H.S Check Post, Sagufta/Ali-Nagar"
Kings Chinese Restaurant,Mirpur,Chinese,4,47,1,Begum Rokeya Avenue
Hungry Restaurant,Mirpur,Restaurant,3.7,335,2,Dcc-7
Chilis Restaurant,Mirpur,Chinese,5,2,1,Rd No. 12
Green Chili Restaurant,Mirpur,Restaurant,4.5,6,1,"Section- 10, Block- B, Ave No. 1"
Matka Cha & Momo (Mirpur 2),Mirpur,Restaurant,4.1,32,1,"Shop No: 06, Rainkhola Road (Beside Duip Colony"
7 Heaven Restaurant,Mirpur,Restaurant,3.6,392,2,728 কামাল সরণী
The Bitcoin Cafe,Mirpur,Restaurant,4,123,1,88 Zoo Road
KInship Restaurant,Mirpur,Restaurant,3,2,1,25 1/5
Grand Prince Chinese & Convention Hall,Mirpur,Chinese,4.2,790,1,"Sultan Mansion, Holding No. 3, Begum Rokeya Avenue"
Meet N Treat,Mirpur,Restaurant,3.9,221,2,"Rangdhunu Complex, 3rd Floor, Pallabi, Section-12  In রংধনু শপিং কমপ্লেক্স"
Signature Food Court,Mirpur,Restaurant,4.1,437,1,"Sultan Mansion, Roof Top (9th Floor) Holding No. 3, Begum Rokeya Avenue"
Ranna ghor Bd,Mirpur,Countryfoodrestaurant,4,1,1,Mirpur
খান্দাণী খানা পিনা,Mirpur,Fast Food,4.3,37,1,"Bus Stopage, Mirpur 10 Roundabout"
Regal Chap Ghor,Mirpur,Restaurant,3.9,27,1,"Rongdhonu Complex, Begum Rokeya Avenue  In রংধনু শপিং কমপ্লেক্স"
New Dhansiri Restaurant (নিউ ধানসিঁড়ি রেস্টুরেন্ট),Mirpur,Restaurant,3.7,121,2,Dhaka - Aricha Hwy
"Restora Basmoti, Mirpur -1",Mirpur,Restaurant,3.8,591,2,"Block G, House No, 32 Rd Number 5"
Chef Restaurant,Mirpur,Restaurant,3.6,532,2,754 Begum Rokeya Ave
Pizza Master Mirpur,Mirpur,Pizza,5,1,1,"Road 4, House 2 Section 6"
Pizza Live,Mirpur,Restaurant,4.3,76,1,3449 Shagufta New Rd
Fire & Forks,Mirpur,American,4,88,1,Zoo Road
Chandpur motlob restaurant,Mirpur,Restaurant,5,1,1,"Chalantika Mor Bus Stop, Milk Vita Road"
Cheese Story Mirpur,Mirpur,Restaurant,3.9,7,1,Mirpur 10 Roundabout
Yasin Hotel And Biriyani House,Mirpur,Bangladeshi,4.7,6,1,"Nurani Jame Masjid Market, Road-01, Block-H, Section-02, Mirpur  In Nurani Jame Masjid"
Red Onion Restaurent,Mirpur,Restaurant,5,1,1,786 W Shewrapara - Ibrahimpur Rd
Chili's Restaurant Mirpur Branch,Mirpur,Restaurant,3.3,32,1,"Haji kujrat Ali Mollah super market, A/B, harum mullah sorok"
City Lounge,Mirpur,Restaurant,3.7,75,2,16/8 Begum Rokeya Avenue
Mirpur Pitha Ghor,Mirpur,Restaurant,3.7,276,2,"Rd No. 12,House-34,Shop no-2&3,Rupnagar R/A,1216"
ROOF 360 Restaurant & Party Center,Mirpur,Restaurant,4,469,1,"Plot 23, RSH Tower, Main Rd No. 3"
Ghorer Chhowa Restaurant,Mirpur,Restaurant,3.7,181,1,বেগম রোকেয়া সরণী
Restora Khanar Adob,Mirpur,Bangladeshi,3.5,24,1,"Section-6, Block-D, Road-23, Park Colony, Mirpur"
Loveria Cafe Restaurant,Mirpur,Restaurant,3.9,11,1,5 Mirpur Rd
Chilli Graden,Mirpur,Restaurant,5,1,1,"1286, 3 Begum Rokeya Ave"
Tess,Mirpur,Restaurant,4,177,2,"Shahid Sarani Garrison, 6 Rd No. 6  In Shorobor"
Shahi Indian spicy,Mirpur,Restaurant,3.3,63,1,2 রোড নং ২
Vorta/vaji Restora,Mirpur,Countryfoodrestaurant,3.4,8,1,617 Kazipara
DSS West Café Restaurant,Mirpur,Cafe,4.1,473,3,586/1 Begum Rokeya Avenue
Robot Restaurant Bangladesh,Mirpur,Restaurant,3.6,248,1,"Family world tower, 2/6, Mirpur road, Asad gate"
Khokon Hotel And Restaurant,Mirpur,Bangladeshi,3.1,12,1,"Mirpur 11.5 Pallobi, Road No 1"
La gusta,Mirpur,Fast Food,5,4,1,"House 1/1, 1/2, Rd No.5"
Hotel Chui Zhal,Mirpur,Restaurant,4.6,5,1,"Agargaon, Taltola"
Kabab Factory,Uttara,Barbecue,3.8,3900,3,14 Lake Dr Rd
Bubble Flavor Lounge,Nikunja,Restaurant,4.1,78,1,"Dhaka Regency Hotel & Resort, Level-6, Tongi Diversion Rd  In Rajuk Trade Center"
KFC,Mohammadpur,Fast Food,4,1516,2,"Shiuly Plot No. 1107/A, 1105/B Baitul Aman, Housing Society"
B.J. Cafe & Restaurant...Party Center,Mirpur,Family-friendly,3.8,329,1,"161, 1/C, 1206 Matikata Rd"
Allah'r Daan Biriyani House,Dhanmondi,Biryani,4,142,1,"97/1, 92 Sukrabad Rd"
Western Grill,Mirpur,Fast Food,4.2,106,1,"12th Floor, Rupayan Khan Plaza, House No-18 (New), 500/A (Old, Road-7 Mirpur Rd"
MARINATE RESTAURANT,Uttara,Restaurant,4.6,26,1,"House-, 10 Lake Dr Rd"
Forest Lounge,Mirpur,Restaurant,3.7,136,1,1038 Begum Rokeya Avenue
Grand Prince Hotel Dhaka Bangladesh,Mirpur,Hotel,3.9,1162,1,"Paradise Plaza, Com. Plot # 6 and 11, Mirpur - 1"
Domino's Pizza Mohammadpur,Mohammadpur,Pizza,3.6,11,1,"Genetic Huq Garden, Shahabuddin Plaza, House no. 13-23, Road, Ring Rd"
BFC Uttara Sec# 13,Uttara,Fast Food,4.1,1086,2,"House# 19, Sector# 13, Sonargaon, Janapath Road, Union Nahar Square, Uttara."
Khana's Dhanmondi,Dhanmondi,Fast Food,4.3,763,1,"House: 146/D(Old), 42(New), Road, 2 Satmasjid Road"
Midnight Sun - 2,Mirpur,Restaurant,3.8,865,3,3/B Mirpur Rd
Pizza Hut,Uttara,Pizza,4.2,1393,2,"Plot No.: 13, Sec. No.:, 13 Sonargaon Janapath"
Regal Cafe & Chinese- Friends & Family Zone,Kurmitola,Restaurant,4.1,78,1,Ashkona College Rd
Burger Kill,Uttara,Fast Food,3.8,42,1,"House-37, Sector-3, Road-7"
Guitar Strings,Gulshan,Restaurant,4.1,350,2,"House No-67/D, Level-6, Block-E, Road No.-11"
The Cafe Rio,Dhanmondi,Buffet,4.1,2305,2,"House # 54, level #11, Road #, 10/A Satmasjid Road"
The Great Kabab Factory,Kuril,Kebab shop,4.2,676,2,"Shop #1C-037, 1st Floor, Jamuna Future Park KA 244, Kuril, Pragati Shoroni"
Fortuna Fried Chicken,Dhanmondi,Chicken,3.7,12,1,"Dhanmondi, 75 Road No. 5A, Orchard Point, Shop 110, House 17, Road 7"
Radisson Blu Dhaka Water Garden,Baridhara,Hotel,4.5,9128,1,Airport Rd
Hotel Orchard Suites,Banani,Hotel,4,633,1,"House No. 90, Block C, Rd No 13A"
HungryNaki,Mohakhali,Deliveryservice,3.7,214,1,"House B148, Road 22, New"
Royal Park Residence Hotel,Banani,Hotel,4.3,939,1,"House # 85, Block- A, Rd No. 25/A"
Istanbul Restaurant,Shanti Nagar,Turkish,4.2,9,1,In Shiddeshwari Girls High School
Jhal Cafe And Lounge,Mirpur,Food court,3.7,128,1,"11(D, H, 75 (A Rd 1"
Mr Foodie Mohammadpur,Mohammadpur,Restaurant,4.3,6,1,"96-20, Rd No. 3"
7 Dine Hotel & Restaurant,Mohammadpur,Restaurant,3.7,14,1,"252/2. D, Weboot College Building, Seven Dine, Buddhijibi Road, Mohammadpur, Katashur, Shohid"
The Pleasant Hotel & Restaurant,Shyamoli,Bangladeshi,3.9,21,2,"under Foot Over, Shyamoli Foot Over Bridge"
The Pabulum,Mohammadpur,Restaurant,4.3,1035,1,"25, 3 Tajmahal Rd"
New Prince Restaurant,Mohammadpur,Restaurant,3.6,68,1,"Sahid Salimullah Road, Mohammadpur, Jame Masjid Market"
Rainforest Cafe,Mohammadpur,Restaurant,4.2,102,1,"15, 6 Tajmahal Rd"
Pizza Mafia Mohammadpur,Mohammadpur,Pizza,4.8,19,1,"16/3 Block #C, Tajmahal Rd"
Garden Ship ⚓️,Mohammadpur,Restaurant,4.3,20,1,"Residential Model School & College, 32/1, Block-D, Sher Shah Shuri, Tajmahal Road, Mohammadpur, Dhaka-1207, 1205 Just behind"
Burger Shop,Mohammadpur,Restaurant,4.4,40,1,"16/3, Block- C Tajmahal Rd"
KLUB MIX,Mohammadpur,Pizza,4.2,94,1,"floor, Z-20, 3rd, Mohammadpur Tajmahal Rd"
Fuu Restaurant - ফু রেস্টুরেন্ট,Mohammadpur,Restaurant,4.2,223,1,26 Rd No. 12
Mutz & Cook House Mohammadpur,Mohammadpur,Restaurant,4.4,16,1,Sadek Khan Rd
Pizza Baik Mohammadpur,Dhanmondi,Restaurant,4.3,44,1,"1, 1 Satmasjid Road"
Red'Res Fast Food,Shyamoli,Fast Food,3.8,1819,2,"Ring Road, Shaymoly, Ring Rd"
আল-মাহবুব রেঁস্তোরা,Shyamoli,Bangladeshi,4.1,110,2,"18, 3 Ring Rd"
RedBrick PizZeria,Dhanmondi,Pizza,4.6,31,1,House 23 Block: F
Cafe Bagdad Biriyani & Kabab House,Dhanmondi,Restaurant,4.1,375,1,Katashur
The Creamer,Shyamoli,Restaurant,3.8,102,2,In Shyamoli Square Shopping Mall
নয়াবাড়ী ১৬/২,Mohammadpur,Caterer,4.4,301,2,"House # 16, 2, Block Tajmahal Rd"
PIZZA GALLERY,Mohammadpur,Restaurant,4.2,75,1,"32, 19 Tajmahal Rd"
Sardar's Kitchen,Mohammadpur,Restaurant,4.3,44,1,"30, 10-A Tajmahal Rd"
The Mughal Empire Mohammadpur,Mohammadpur,Restaurant,4.2,945,2,"House #25/2,Block #C,2nd Floor, Tajmahal Rd"
Food Heaven,Mohammadpur,Restaurant,3.8,135,2,"10/1, Razia Sultana Road, Mohammadpur"
Dosa Hut Coffee & Juice Bar,Shyamoli,Restaurant,3.9,384,1,"32/B Shahabuddin Plaza, Ring Rd"
Probartana,Mohammadpur,Fast Food,4.3,104,1,"2/8 Sir Syed Road, Mohammadpur"
Mother's Kitchen,Mohammadpur,Restaurant,4.1,31,1,"3/C, Asad Avenue, Mohammadpur Town Hall-Jakir Hossain Road"
Nadim Biriani house and restaurant,Mohammadpur,Restaurant,4,13,1,Azam Rd
Galleria Rooftop,Mohammadpur,Restaurant,3.8,43,1,"1/6, Noor Jahan Road, Mohammadpur"
