Restaurant Name,Area,Restaurant type,Ratings,Number of ratings,price,Address
Chillox Uttara,Uttara,Restaurant,4.3,2002,2,10 Sonargaon Janapath
Chhekapora - ছ্যাকা পোড়া,Uttara,Restaurant,3.9,620,2,42 Gareeb-e-Nawaz Ave
KICK OFF Uttara,Uttara,Restaurant,3.9,274,2,"House # 05 , Road # 15 , Sector # 03"
LA TING TING,Uttara,Restaurant,4,64,1,"Shohel Market Rooftop Beside Rupayan City, Shonargaon Janapath road, Khalpar Bridge"
Salam's Kitchen,Uttara,Restaurant,4,1216,2,"House, 40, Kacha Bazar, Sonargaon Janapath"
La Bamba,Uttara,Restaurant,3.8,712,2,"Hous-09, Shonargaon Janapath (Near to House Building), Sector-07, Uttara"
Mr. Manik Foods,Uttara,Restaurant,4.1,2770,2,"House No.: 4, Rabindra Sarani"
Pizza End Uttara,Uttara,Pizza,3.9,524,1,"89, Sayed Grand Center 4th flr"
Kublai Khan Uttara,Uttara,Restaurant,3.7,60,2,Gausul Azam Avevue
"Barcelona Restaurant, Uttara",Uttara,Restaurant,3.7,88,1,House 31 Road-27
Checkers,Uttara,Fast Food,4.1,1141,1,"Sector-6, House-2, Road, 13 রাজউক কলেজ রোড"
Pizza Hut,Uttara,Pizza,4.2,787,2,"Ahmed Plaza, HOUSE No 6, Ground Floor, Beside Rak Tower, Road-2"
California Fried Chicken & Pastry Shop (CFC),Uttara,Chicken,4,774,2,"House No, 2 সড়ক-১৩/এ"
KFC,Uttara,Fast Food,4.1,2295,2,"H-13, Sec-13, Sonargaon Janapath"
PERI PASTA,Uttara,Restaurant,4,1798,2,14 Road No.1
Crush Station,Uttara,Restaurant,3.8,178,1,"House 16, 13 Shah Makhdum Ave"
Hotel La-Ham & Restaurant,Uttara,Restaurant,3.8,97,1,"Plot-9, Road-16, Sector-11, Uttara"
Alfresco Uttara,Uttara,Restaurant,4.1,1269,2,Gausul Azam Ave
Tasty Tibet - Uttara 11,Uttara,Restaurant,4.1,126,2,"Uttara 11 (Inside Shwapno House-27 (Left-04), Road, 02 Gareeb-e-Nawaz Ave"
Kindred Food Garden,Uttara,Restaurant,4.2,134,1,"House No-09, Rd No 13"
Kacchiwala,Uttara,Biryani,3.9,449,2,In Latif Emporium Complex Uttara Zone Mobile Market
Turkish Kitchen,Uttara,Turkish,4.4,155,1,"House 12, Belssing Sagor Shaikat Bhaban, Sonargaon Janapath"
Checkers,Uttara,Restaurant,4,180,1,"Quantum Properties Ltd. Quantum Mostafa Tower, Level 4, 18 Gausul Azam Ave"
Kung Food,Uttara,Restaurant,4,416,2,3 Gausul Azam Ave
Backstreet Cafe Uttara,Uttara,Cafe,3.5,145,1,"House-04, Road -2, Sector-13, Uttara"
Turkish Kabab & Pizza,Uttara,Turkish,4.2,1148,2,"Plot 21, Road 7, Jashimuddin bus stand"
Pizza Hut,Uttara,Pizza,4.2,73,2,"House 06, Road 2, Ahmed Plaza (Gr. Flr"
